Nº Voo,Equip.,Cód Origem,Cód Destino,Tempo esperado de voo
5141,C208,SBPB,SBJE,50
5141,C208,SBJE,SBFZ,70
5144,C208,SBKP,SBJR,100
5145,C208,SBJR,SBKP,105
5146,C208,SBKP,SBJR,100
5147,C208,SBJR,SBKP,105
5148,C208,SBCF,SBJR,115
5148,C208,SBCF,SBJR,115
5149,C208,SBJR,SBCF,110
Z5149,C208,SBJR,SBCF,110
5162,C208,SBCF,SNJM,60
5163,C208,SNJM,SBCF,65
5164,C208,SBCF,SBJR,110
5165,C208,SBJR,SBCF,115
5166,C208,SBCF,SBJR,110
5167,C208,SBJR,SBCF,115
5168,C208,SBCF,SBJR,110
5169,C208,SBJR,SBCF,115
5170,C208,SBCF,SBJR,110
5171,C208,SBJR,SBCF,115
5172,C208,SBCF,SBJR,110
5173,C208,SBJR,SBCF,115
5174,C208,SBCY,SBJI,205
5174,C208,SBJI,SBPV,85
5175,C208,SBPV,SBJI,95
5175,C208,SBJI,SBCY,205
5182,C208,SBCF,SNLN,110
5183,C208,SNLN,SBCF,110
5184,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5198,C208,SBKP,SBAQ,65
5199,C208,SBAQ,SBKP,65
5208,C208,SBSP,SBJR,90
5216,C208,SBKP,SBAQ,65
5217,C208,SBAQ,SBKP,65
5220,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5227,C208,SBJR,SBSP,100
5232,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5252,C208,SBCF,SBVG,85
5253,C208,SBVG,SBCF,80
5254,C208,SBCF,SNTO,95
5255,C208,SNTO,SBCF,90
5258,C208,SBCF,SNZR,110
5259,C208,SNZR,SBCF,105
5300,C208,SBEG,SBTF,125
5300,C208,SBTF,SWTP,90
5301,C208,SWTP,SBTF,90
5301,C208,SBTF,SBEG,140
5311,C208,SBEG,SWKO,95
5312,C208,SWKO,SBEG,95
5313,C208,SBEG,SBMY,90
5314,C208,SBMY,SBEG,90
5315,C208,SBEG,SWBR,55
5316,C208,SWBR,SBEG,55
5317,C208,SBEG,SWMW,75
5320,C208,SBBE,SBMD,105
5320,C208,SBBE,SBMD,105
5321,C208,SBMD,SBBE,120
5321,C208,SBMD,SBBE,120
5322,C208,SNSM,SBBE,55
5322,C208,SNSM,SBBE,55
5325,C208,SBBE,SNSM,55
5325,C208,SBBE,SNSM,55
5327,C208,SBTU,SBBE,85
5329,C208,SBBE,SBTU,80
5331,C208,SWMW,SBEG,75
5332,C208,SBSP,SBJR,90
5337,C208,SBBE,SNEB,70
5337,C208,SBBE,SNEB,70
5338,C208,SNEB,SBBE,65
5338,C208,SNEB,SBBE,65
5340,C208,SBCY,SBBW,110
5340,C208,SBCY,SBBW,110
5341,C208,SBBW,SBCY,110
5341,C208,SBBW,SBCY,110
5342,C208,SBEG,SWLB,160
5342,C208,SWLB,SWKO,100
5342,C208,SWKO,SBEG,100
5350,C208,SBRF,SNAB,145
5351,C208,SNAB,SBRF,155
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5362,C208,SBRF,SNHS,90
5363,C208,SNHS,SBRF,100
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5371,C208,SBRF,SNGN,55
5372,C208,SNGN,SBRF,55
5377,C208,SBJR,SBSP,100
5386,C208,SBRF,SJZA,105
5386,C208,SBRF,SJZA,105
5387,C208,SJZA,SBRF,115
5387,C208,SJZA,SBRF,115
5415,C208,SBCT,SSUM,120
5416,C208,SSUM,SBCT,110
5417,C208,SBCT,SSGY,140
5418,C208,SSGY,SBCT,125
5443,C208,SBCT,SSUV,65
5444,C208,SBCT,SSVL,60
5445,C208,SSVL,SBCT,55
5446,C208,SSUV,SBCT,55
5580,C208,SNMZ,SBBE,115
5580,C208,SNMZ,SBBE,115
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5588,C208,SNVS,SBBE,65
5588,C208,SNVS,SBBE,65
5862,C208,SBBE,SNVS,60
5863,C208,SNVS,SBBE,65
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5108,C208,SBBE,SBCJ,140
5108,C208,SBCJ,SDOW,40
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5109,C208,SDOW,SBCJ,40
5109,C208,SBCJ,SBBE,130
5110,C208,SBFZ,SN6L,60
5111,C208,SN6L,SBFZ,60
5112,C208,SBFZ,SWBE,75
5113,C208,SWBE,SBFZ,75
5114,C208,SBSP,SBJR,90
5115,C208,SBJR,SBSP,105
5116,C208,SBFZ,SNIG,80
5117,C208,SNIG,SBFZ,80
5118,C208,SBFZ,SNWS,80
5119,C208,SNWS,SBFZ,80
5120,C208,SBJR,SBSP,105
5120,C208,SBJR,SBSP,105
5121,C208,SBSP,SBJR,90
5121,C208,SBSP,SBJR,90
5122,C208,SBJR,SBSP,100
5123,C208,SBCY,SSOU,175
5123,C208,SBCY,SSOU,175
5124,C208,SSOU,SBCY,170
5124,C208,SSOU,SBCY,170
5125,C208,SBKP,SNDV,115
5126,C208,SNDV,SBCF,50
5128,C208,SBCF,SNDV,50
5129,C208,SNDV,SBKP,115
5131,C208,SBCF,SNSS,115
5132,C208,SNSS,SBCF,105
5140,C208,SBFZ,SBJE,70
5140,C208,SBJE,SBPB,50
5140,C208,SBPB,SSRS,40
5140,C208,SSRS,SBSL,55
5141,C208,SBSL,SSRS,60
5141,C208,SSRS,SBPB,40
5141,C208,SBPB,SBJE,50
5141,C208,SBJE,SBFZ,70
5144,C208,SBKP,SBJR,100
5145,C208,SBJR,SBKP,105
5146,C208,SBKP,SBJR,100
5147,C208,SBJR,SBKP,105
5148,C208,SBCF,SBJR,115
5148,C208,SBCF,SBJR,115
5149,C208,SBJR,SBCF,110
Z5149,C208,SBJR,SBCF,110
5162,C208,SBCF,SNJM,60
5163,C208,SNJM,SBCF,65
5164,C208,SBCF,SBJR,110
5165,C208,SBJR,SBCF,115
5166,C208,SBCF,SBJR,110
5167,C208,SBJR,SBCF,115
5168,C208,SBCF,SBJR,110
5169,C208,SBJR,SBCF,115
5170,C208,SBCF,SBJR,110
5171,C208,SBJR,SBCF,115
5172,C208,SBCF,SBJR,110
5173,C208,SBJR,SBCF,115
5174,C208,SBCY,SBJI,205
5174,C208,SBJI,SBPV,85
5175,C208,SBPV,SBJI,95
5175,C208,SBJI,SBCY,205
5182,C208,SBCF,SNLN,110
5183,C208,SNLN,SBCF,110
5184,C208,SBJR,SBSP,105
5193,C208,SBJR,SBSP,105
5198,C208,SBKP,SBAQ,65
5199,C208,SBAQ,SBKP,65
5208,C208,SBSP,SBJR,90
5208,C208,SBSP,SBJR,90
5216,C208,SBKP,SBAQ,65
5217,C208,SBAQ,SBKP,65
5220,C208,SBSP,SBJR,90
5220,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5226,C208,SBSP,SBJR,90
5227,C208,SBJR,SBSP,100
5232,C208,SBSP,SBJR,90
5232,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5244,C208,SBSP,SBJR,90
5252,C208,SBCF,SBVG,85
5253,C208,SBVG,SBCF,80
5254,C208,SBCF,SNTO,95
5255,C208,SNTO,SBCF,90
5258,C208,SBCF,SNZR,110
5259,C208,SNZR,SBCF,105
5300,C208,SBEG,SBTF,125
5300,C208,SBTF,SWTP,90
5301,C208,SWTP,SBTF,90
5301,C208,SBTF,SBEG,140
5311,C208,SBEG,SWKO,95
5312,C208,SWKO,SBEG,95
5313,C208,SBEG,SBMY,90
5314,C208,SBMY,SBEG,90
5315,C208,SBEG,SWBR,55
5316,C208,SWBR,SBEG,55
5317,C208,SBEG,SWMW,75
5320,C208,SBBE,SBMD,105
5320,C208,SBBE,SBMD,105
5321,C208,SBMD,SBBE,120
5321,C208,SBMD,SBBE,120
5322,C208,SNSM,SBBE,55
5322,C208,SNSM,SBBE,55
5325,C208,SBBE,SNSM,55
5325,C208,SBBE,SNSM,55
5327,C208,SBTU,SBBE,85
5329,C208,SBBE,SBTU,80
5331,C208,SWMW,SBEG,75
5332,C208,SBSP,SBJR,90
5332,C208,SBSP,SBJR,90
5337,C208,SBBE,SNEB,70
5337,C208,SBBE,SNEB,70
5338,C208,SNEB,SBBE,65
5338,C208,SNEB,SBBE,65
5340,C208,SBCY,SBBW,110
5340,C208,SBCY,SBBW,110
5341,C208,SBBW,SBCY,110
5341,C208,SBBW,SBCY,110
5342,C208,SBEG,SWLB,160
5342,C208,SWLB,SWKO,100
5342,C208,SWKO,SBEG,100
5350,C208,SBRF,SNAB,145
5351,C208,SNAB,SBRF,155
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5357,C208,SBSP,SBJR,90
5362,C208,SBRF,SNHS,90
5363,C208,SNHS,SBRF,100
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5368,C208,SNTS,SBRF,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5369,C208,SBRF,SNTS,80
5371,C208,SBRF,SNGN,55
5372,C208,SNGN,SBRF,55
5377,C208,SBJR,SBSP,100
5386,C208,SBRF,SJZA,105
5386,C208,SBRF,SJZA,105
5387,C208,SJZA,SBRF,115
5387,C208,SJZA,SBRF,115
5415,C208,SBCT,SSUM,120
5416,C208,SSUM,SBCT,110
5417,C208,SBCT,SSGY,140
5418,C208,SSGY,SBCT,125
5443,C208,SBCT,SSUV,65
5444,C208,SBCT,SSVL,60
5445,C208,SSVL,SBCT,55
5446,C208,SSUV,SBCT,55
5580,C208,SNMZ,SBBE,115
5580,C208,SNMZ,SBBE,115
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5581,C208,SBBE,SNVS,60
5581,C208,SBBE,SNMZ,100
5588,C208,SNVS,SBBE,65
5588,C208,SNVS,SBBE,65
23,B789,LEMD,SGAS,705
23,B789,LEMD,SGAS,705
23,B789,LEMD,SGAS,705
23,B789,LEMD,SGAS,705
24,B789,SGAS,LEMD,665
24,B789,SGAS,LEMD,665
24,B789,SGAS,LEMD,665
24,B789,SGAS,LEMD,665
25,B788,LEMD,SLVR,680
25,B788,LEMD,SLVR,680
25,B788,LEMD,SLVR,680
25,B788,LEMD,SLVR,680
26,B788,SLVR,LEMD,640
26,B788,SLVR,LEMD,640
26,B788,SLVR,LEMD,640
26,B788,SLVR,LEMD,640
26,B788,SLVR,LEMD,640
41,B789,LEMD,SAEZ,775
42,B789,SAEZ,LEMD,715
42,B789,SAEZ,LEMD,705
45,B789,LEMD,SUMU,760
46,B789,SUMU,LEMD,710
46,B789,SUMU,LEMD,710
57,B789,LEMD,SBGR,635
58,B789,SBGR,LEMD,610
58,B789,SBGR,LEMD,610
83,B788,LEMD,SBSV,545
121,B789,LEMD,SACO,775
121,B788,LEMD,SACO,775
121,B789,LEMD,SACO,775
122,B789,SACO,LEMD,720
122,B788,SACO,LEMD,720
122,B789,SACO,LEMD,720
122,B789,SACO,LEMD,720
122,B789,SACO,LEMD,720
175,B789,LEMD,SPJC,725
176,B789,SPJC,LEMD,695
176,B789,SPJC,LEMD,705
125,B789,LEMD,SGAS,705
47,B788,LEMD,SBRF,485
48,B788,SBRF,LEMD,465
57,B789,LEMD,SBGR,640
58,B789,SBGR,LEMD,610
58,B789,SBGR,LEMD,610
83,B788,LEMD,SBSV,535
83,B788,LEMD,SBSV,535
83,B788,LEMD,SBSV,535
83,B788,LEMD,SBSV,535
84,B788,SBSV,LEMD,510
84,B788,SBSV,LEMD,510
84,B788,SBSV,LEMD,510
84,B788,SBSV,LEMD,510
84,B788,SBSV,LEMD,510
84,B788,SBSV,LEMD,510
84,B788,SBSV,LEMD,510
83,B788,LEMD,SBSV,545
84,B788,SBSV,LEMD,510
83,B788,LEMD,SBSV,545
84,B788,SBSV,LEMD,510
125,B789,LEMD,SGAS,705
83,B788,LEMD,SBSV,545
484,B77W,LFPG,SBGL,690
485,B77W,SBGL,LFPG,850
459,B77W,SBGR,LFPG,690
453,A359,SBGR,LFPG,675
460,B77W,LFPG,SBGR,710
454,A359,LFPG,SBGR,710
602,A320,SOCA,SBBE,100
603,A320,SBBE,SOCA,85
476,A359,LFPG,SBSV,615
402,B77W,LFPG,SBGL,690
409,B77W,SBGL,LFPG,670
442,B77W,LFPG,SBGR,680
443,B77W,SBGR,LFPG,790
415,A359,SBFZ,LFPG,515
416,A359,LFPG,SBFZ,545
602,A320,SOCA,SBBE,100
603,A320,SBBE,SOCA,85
476,A359,LFPG,SBSV,615
493,A359,SBSV,LFPG,570
453,A359,SBGR,LFPG,680
439,A359,SBGR,LFPG,670
439,A359,SBGR,LFPG,670
459,B77W,SBGR,LFPG,675
459,B77W,SBGR,LFPG,675
438,A359,LFPG,SBGR,710
460,B77W,LFPG,SBGR,705
465,A359,SBSV,LFPG,570
545,A359,SBFZ,LFPG,505
545,B772,SBFZ,LFPG,525
545,B772,SBFZ,LFPG,525
545,A359,SBFZ,LFPG,505
545,B772,SBFZ,LFPG,525
546,A359,LFPG,SBFZ,540
546,B772,LFPG,SBFZ,545
546,A359,LFPG,SBFZ,540
546,B772,LFPG,SBFZ,545
14,B789,MMMX,SBGR,595
14,B788,MMMX,SBGR,595
14,B788,MMMX,SBGR,590
14,B789,MMMX,SBGR,590
14,B788,MMMX,SBGR,590
14,B789,MMMX,SBGR,590
14,B788,MMMX,SBGR,590
14,B788,MMMX,SBGR,595
14,B789,MMMX,SBGR,595
14,B788,MMMX,SBGR,595
14,B788,MMMX,SBGR,595
14,B789,MMMX,SBGR,595
14,B789,MMMX,SBGR,590
14,B789,MMMX,SBGR,595
14,B788,MMMX,SBGR,595
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B789,SBGR,MMMX,565
15,B789,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B789,SBGR,MMMX,565
15,B789,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B788,SBGR,MMMX,565
15,B788,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
15,B789,SBGR,MMMX,560
15,B788,SBGR,MMMX,560
16,B788,MMMX,SBGR,595
16,B789,MMMX,SBGR,595
16,B788,MMMX,SBGR,590
16,B789,MMMX,SBGR,590
17,B788,SBGR,MMMX,560
17,B789,SBGR,MMMX,560
17,B788,SBGR,MMMX,565
17,B789,SBGR,MMMX,565
14,B789,MMMX,SBGR,595
14,B789,MMMX,SBGR,580
14,B789,MMMX,SBGR,575
15,B789,SBGR,MMMX,560
15,B789,SBGR,MMMX,570
15,B789,SBGR,MMMX,560
4903,A320,SKBO,SBGR,375
4903,A320,SKBO,SBGR,355
4904,A320,SBGR,SKBO,366
4903,A320,SKBO,SBGR,370
4903,A320,SKBO,SBGR,375
4903,A320,SKBO,SBGR,375
4904,A320,SBGR,SKBO,370
4904,A320,SBGR,SKBO,363
4904,A320,SBGR,SKBO,360
4904,A320,SBGR,SKBO,362
4904,A320,SBGR,SKBO,370
4904,A320,SBGR,SKBO,370
4904,A320,SBGR,SKBO,360
4904,A320,SBGR,SKBO,370
4904,A320,SBGR,SKBO,379
4904,A320,SBGR,SKBO,365
4904,A320,SBGR,SKBO,370
4904,A320,SBGR,SKBO,374
4904,A320,SBGR,SKBO,365
4904,A320,SBGR,SKBO,370
9977,A320,SKBO,SDSC,390
9979,A320,SKBO,SDSC,390
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1152,B738,SBGR,SABE,180
1153,B738,SABE,SBGR,165
1202,B738,SABE,SBGR,165
1203,B738,SBGR,SABE,180
1216,B738,SABE,SBBR,205
1216,B738,SABE,SBBR,205
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1218,B738,SABE,SBBR,205
1219,B738,SBBR,SABE,230
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1226,B738,SABE,SBCT,135
1226,B738,SABE,SBCT,130
1226,B738,SABE,SBCT,130
1227,B738,SBCT,SABE,150
1227,B738,SBCT,SABE,150
1227,B738,SBCT,SABE,150
1227,B738,SBCT,SABE,150
1228,B738,SABE,SBCT,135
1228,B738,SABE,SBCT,130
1228,B738,SABE,SBCT,130
1229,B738,SBCT,SABE,150
1229,B738,SBCT,SABE,150
1230,B738,SABE,SBPA,100
1231,B738,SBPA,SABE,115
1232,B737,SABE,SBPA,100
1232,B738,SABE,SBPA,100
1233,B737,SBPA,SABE,115
1233,B738,SBPA,SABE,115
1237,B738,SBGR,SABE,180
1240,B738,SABE,SBGR,165
1240,B738,SABE,SBGR,165
1240,B738,SABE,SBGR,165
1241,B738,SBGR,SABE,180
1241,B738,SBGR,SABE,180
1241,B738,SBGR,SABE,180
1242,B738,SABE,SBGR,165
1242,B738,SABE,SBGR,165
1242,B738,SABE,SBGR,165
1242,B738,SABE,SBGR,165
1243,B738,SBGR,SABE,180
1243,B738,SBGR,SABE,180
1243,B738,SBGR,SABE,180
1243,B738,SBGR,SABE,180
1244,B738,SABE,SBGR,165
1244,B738,SABE,SBGR,165
1245,B738,SBGR,SABE,180
1245,B738,SBGR,SABE,180
1246,B738,SABE,SBGR,165
1246,B738,SABE,SBGR,165
1246,B738,SABE,SBGR,165
1247,B738,SBGR,SABE,180
1247,B738,SBGR,SABE,180
1250,B738,SABE,SBGR,165
1250,B738,SABE,SBGR,165
1251,B738,SBGR,SABE,180
1251,B738,SBGR,SABE,180
1251,B738,SBGR,SABE,180
1251,B738,SBGR,SABE,180
1252,B738,SASA,SBGR,175
1253,B738,SBGR,SASA,215
1254,B738,SAZS,SBGR,250
1255,B738,SBGR,SAZS,285
1256,B738,SACO,SBGR,165
1256,B738,SACO,SBGR,180
1256,B738,SACO,SBGR,180
1257,B738,SBGR,SACO,185
1257,B738,SBGR,SACO,205
1258,B738,SAZS,SBGR,250
1259,B738,SBGR,SAZS,285
1260,B738,SABE,SBGL,175
1260,B738,SABE,SBGL,175
1260,B738,SABE,SBGL,175
1261,B738,SBGL,SABE,205
1261,B738,SBGL,SABE,205
1261,B738,SBGL,SABE,205
1262,B738,SABE,SBGL,175
1262,B738,SABE,SBGL,175
1263,B738,SBGL,SABE,205
1263,B738,SBGL,SABE,205
1264,B738,SABE,SBGL,175
1265,B738,SBGL,SABE,205
1266,B738,SABE,SBGL,175
1266,B738,SABE,SBGL,175
1266,B738,SABE,SBGL,175
1267,B738,SBGL,SABE,205
1267,B738,SBGL,SABE,205
1267,B738,SBGL,SABE,205
1267,B738,SBGL,SABE,205
1268,B738,SABE,SBGL,175
1268,B738,SABE,SBGL,175
1269,B738,SBGL,SABE,205
1269,B738,SBGL,SABE,205
1269,B738,SBGL,SABE,205
1272,B738,SACO,SBGL,180
1273,B738,SBGL,SACO,210
1278,B738,SABE,SBPS,225
1279,B738,SBPS,SABE,250
1308,B738,SABE,SBGL,175
1309,B738,SBGL,SABE,205
1312,B738,SABE,SBGR,165
1313,B738,SBGR,SABE,180
1313,B738,SBGR,SABE,180
1313,B738,SBGR,SABE,180
1314,B738,SABE,SBGR,165
1315,B738,SBGR,SABE,180
1315,B738,SBGR,SABE,180
1318,B738,SABE,SBGR,165
1319,B738,SBGR,SABE,180
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1150,B738,SBGL,SABE,205
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1151,B738,SABE,SBGL,175
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1152,B738,SBGR,SABE,180
1153,B738,SABE,SBGR,165
1153,B738,SABE,SBGR,165
1153,B738,SABE,SBGR,165
1153,B738,SABE,SBGR,165
1153,B738,SABE,SBGR,165
1153,B738,SABE,SBGR,165
1202,B738,SABE,SBFL,120
1203,B738,SBFL,SABE,135
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1206,B738,SABE,SBFL,120
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1207,B738,SBFL,SABE,135
1208,B738,SABE,SBFL,120
1208,B738,SABE,SBFL,120
1208,B738,SABE,SBFL,120
1208,B738,SABE,SBFL,120
1208,B738,SABE,SBFL,120
1208,B738,SABE,SBFL,120
1208,B738,SABE,SBFL,120
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1209,B738,SBFL,SABE,135
1211,B738,SBFL,SABE,135
1211,B738,SBFL,SABE,135
1211,B738,SBFL,SABE,135
1211,B738,SBFL,SABE,135
1211,B738,SBFL,SABE,135
1212,B738,SACO,SBFL,145
1212,B738,SACO,SBFL,145
1213,B738,SBFL,SACO,150
1213,B738,SBFL,SACO,150
1213,B738,SBFL,SACO,150
1213,B738,SBFL,SACO,150
1213,B738,SBFL,SACO,150
1214,B738,SAAR,SBFL,115
1214,B738,SAAR,SBFL,115
1215,B738,SBFL,SAAR,145
1215,B738,SBFL,SAAR,145
1215,B738,SBFL,SAAR,145
1215,B738,SBFL,SAAR,145
1215,B738,SBFL,SAAR,145
1216,B738,SABE,SBBR,205
1216,B738,SABE,SBBR,205
1216,B738,SABE,SBBR,205
1216,B738,SABE,SBBR,205
1216,B738,SABE,SBBR,205
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1217,B738,SBBR,SABE,230
1218,B738,SABE,SBBR,205
1218,B738,SABE,SBBR,205
1218,B738,SABE,SBBR,205
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1219,B738,SBBR,SABE,230
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1220,B738,SABE,SBSV,260
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1221,B738,SBSV,SABE,290
1222,B738,SABE,SBSV,260
1222,B738,SABE,SBSV,260
1223,B738,SBSV,SABE,290
1223,B738,SBSV,SABE,290
